login,user_url,html_url,repos_url,followers,total_stars,total_forks,total_watchers,languages,label
fadec,https://api.github.com/users/fadec,https://github.com/fadec,https://api.github.com/users/fadec/repos,5,2,0,2,"{'ActionScript', 'TypeScript', 'Ruby', 'JavaScript', 'C'}",Bad
slothbear,https://api.github.com/users/slothbear,https://github.com/slothbear,https://api.github.com/users/slothbear/repos,47,5,3,5,"{'SAS', 'Ruby', 'JavaScript', 'CSS', 'CoffeeScript', 'Java'}",Bad
grossbart,https://api.github.com/users/grossbart,https://github.com/grossbart,https://api.github.com/users/grossbart/repos,67,208,39,208,"{'TypeScript', 'Ruby', 'JavaScript', 'Clojure', 'Haskell', 'Nix', 'CoffeeScript', 'PHP', 'HTML'}",Excellent
luizlaydner,https://api.github.com/users/luizlaydner,https://github.com/luizlaydner,https://api.github.com/users/luizlaydner/repos,33,1,0,1,"{'JavaScript', 'Go', 'HTML', 'Java'}",Bad
ganaware,https://api.github.com/users/ganaware,https://github.com/ganaware,https://api.github.com/users/ganaware/repos,12,53,12,53,"{'TypeScript', 'Ruby', 'JavaScript', 'C#', 'C++'}",Average
pch,https://api.github.com/users/pch,https://github.com/pch,https://api.github.com/users/pch/repos,103,1558,111,1558,"{'Shell', 'Dockerfile', 'Ruby', 'JavaScript', 'CSS', 'Go'}",Excellent
GomiHisae,https://api.github.com/users/GomiHisae,https://github.com/GomiHisae,https://api.github.com/users/GomiHisae/repos,4,2,0,2,set(),Bad
MatthewSibson,https://api.github.com/users/MatthewSibson,https://github.com/MatthewSibson,https://api.github.com/users/MatthewSibson/repos,5,0,0,0,{'CSS'},Bad
dbrockman,https://api.github.com/users/dbrockman,https://github.com/dbrockman,https://api.github.com/users/dbrockman/repos,37,10,5,10,"{'TypeScript', 'Shell', 'JavaScript', 'Rust', 'HTML'}",Bad
mikeenriquez,https://api.github.com/users/mikeenriquez,https://github.com/mikeenriquez,https://api.github.com/users/mikeenriquez/repos,4,5,0,5,"{'Ruby', 'JavaScript'}",Bad
benpetro,https://api.github.com/users/benpetro,https://github.com/benpetro,https://api.github.com/users/benpetro/repos,4,0,3,0,{'Ruby'},Bad
herrag33k,https://api.github.com/users/herrag33k,https://github.com/herrag33k,https://api.github.com/users/herrag33k/repos,4,1,1,1,set(),Bad
shari,https://api.github.com/users/shari,https://github.com/shari,https://api.github.com/users/shari/repos,4,0,1,0,{'HTML'},Bad
woremacx,https://api.github.com/users/woremacx,https://github.com/woremacx,https://api.github.com/users/woremacx/repos,55,5,2,5,"{'Shell', 'Dockerfile', 'C', 'Go', 'Perl'}",Bad
philiptran,https://api.github.com/users/philiptran,https://github.com/philiptran,https://api.github.com/users/philiptran/repos,7,1,0,1,"{'HCL', 'Shell', 'TypeScript', 'JavaScript', 'Python', 'Vue', 'Kotlin', 'Java'}",Bad
ElChapitan,https://api.github.com/users/ElChapitan,https://github.com/ElChapitan,https://api.github.com/users/ElChapitan/repos,14,1,1,1,"{'Ruby', 'JavaScript', 'Java'}",Bad
14nry,https://api.github.com/users/14nry,https://github.com/14nry,https://api.github.com/users/14nry/repos,5,0,0,0,{'JavaScript'},Bad
mswain,https://api.github.com/users/mswain,https://github.com/mswain,https://api.github.com/users/mswain/repos,21,9,0,9,"{'Ruby', 'JavaScript', 'C', 'CSS', 'Python', 'C++', 'Perl', 'HTML'}",Bad
danblaker,https://api.github.com/users/danblaker,https://github.com/danblaker,https://api.github.com/users/danblaker/repos,10,2,6,2,"{'Shell', 'Ruby', 'JavaScript', 'XSLT', 'Python', 'CSS', 'Nginx', 'PHP', 'HTML'}",Bad
nexon,https://api.github.com/users/nexon,https://github.com/nexon,https://api.github.com/users/nexon/repos,0,4,2,4,"{'Rust', 'Ruby', 'Swift', 'Objective-C', 'C#', 'C++', 'PHP', 'Java'}",Bad
lsaffie,https://api.github.com/users/lsaffie,https://github.com/lsaffie,https://api.github.com/users/lsaffie/repos,10,20,3,20,"{'Shell', 'HTML', 'Ruby', 'JavaScript', 'Python', 'PHP', 'Perl', 'Java'}",Bad
thaterikperson,https://api.github.com/users/thaterikperson,https://github.com/thaterikperson,https://api.github.com/users/thaterikperson/repos,27,98,10,98,"{'Elixir', 'Ruby', 'JavaScript', 'Objective-C', 'Rust', 'Elm'}",Average
Tin,https://api.github.com/users/Tin,https://github.com/Tin,https://api.github.com/users/Tin/repos,46,55,5,55,"{'Python', 'JavaScript', 'Ruby'}",Average
igorkasyanchuk,https://api.github.com/users/igorkasyanchuk,https://github.com/igorkasyanchuk,https://api.github.com/users/igorkasyanchuk/repos,287,1657,184,1657,"{'Ruby', 'CSS'}",Good
keyle,https://api.github.com/users/keyle,https://github.com/keyle,https://api.github.com/users/keyle/repos,20,60,10,60,"{'ActionScript', 'Nimrod', 'Java', 'JavaScript', 'C', 'Swift', 'Python', 'C#', 'PHP', 'Go', 'Emacs Lisp'}",Average
rogerleite,https://api.github.com/users/rogerleite,https://github.com/rogerleite,https://api.github.com/users/rogerleite/repos,85,83,25,83,"{'Elixir', 'Shell', 'Ruby', 'Java', 'JavaScript', 'Vim script', 'CSS', 'Lua', 'HTML'}",Excellent
micahwedemeyer,https://api.github.com/users/micahwedemeyer,https://github.com/micahwedemeyer,https://api.github.com/users/micahwedemeyer/repos,39,674,201,674,"{'Elixir', 'Shell', 'Ruby', 'JavaScript', 'Python', 'C++', 'CoffeeScript', 'Go'}",Excellent
slangevi,https://api.github.com/users/slangevi,https://github.com/slangevi,https://api.github.com/users/slangevi/repos,15,3,1,3,"{'JavaScript', 'Java'}",Bad
zbelzer,https://api.github.com/users/zbelzer,https://github.com/zbelzer,https://api.github.com/users/zbelzer/repos,17,18,3,18,"{'Ruby', 'JavaScript', 'Scala', 'C++', 'VimL', 'HTML'}",Bad
claudiob,https://api.github.com/users/claudiob,https://github.com/claudiob,https://api.github.com/users/claudiob/repos,269,30,10,30,"{'Ruby', 'JavaScript', 'CSS', 'Python', 'PHP', 'HTML'}",Average
drobson,https://api.github.com/users/drobson,https://github.com/drobson,https://api.github.com/users/drobson/repos,8,0,0,0,set(),Bad
acamargo,https://api.github.com/users/acamargo,https://github.com/acamargo,https://api.github.com/users/acamargo/repos,30,5,2,5,"{'Dart', 'Elixir', 'Ruby', 'JavaScript', 'C', 'Clojure', 'TeX', 'HTML'}",Bad
ek,https://api.github.com/users/ek,https://github.com/ek,https://api.github.com/users/ek/repos,28,27,12,27,"{'ActionScript', 'Ruby', 'JavaScript', 'CSS', 'Python', 'HTML'}",Bad
falemante,https://api.github.com/users/falemante,https://github.com/falemante,https://api.github.com/users/falemante/repos,4,2,0,2,{'Python'},Bad
guydavis,https://api.github.com/users/guydavis,https://github.com/guydavis,https://api.github.com/users/guydavis/repos,44,406,87,406,"{'HCL', 'Assembly', 'Shell', 'Ruby', 'JavaScript', 'Python', 'HTML'}",Excellent
orcdork,https://api.github.com/users/orcdork,https://github.com/orcdork,https://api.github.com/users/orcdork/repos,4,2,0,2,set(),Bad
sunaku,https://api.github.com/users/sunaku,https://github.com/sunaku,https://api.github.com/users/sunaku/repos,345,1028,56,1028,"{'Elixir', 'Shell', 'Ruby', 'C', 'Vim Script', 'Python', 'Lua', 'VimL', 'Go'}",Excellent
ruuzo,https://api.github.com/users/ruuzo,https://github.com/ruuzo,https://api.github.com/users/ruuzo/repos,4,1,0,1,{'Lua'},Bad
raphinou,https://api.github.com/users/raphinou,https://github.com/raphinou,https://api.github.com/users/raphinou/repos,9,35,6,35,"{'Shell', 'Ruby', 'C', 'Clojure', 'Python', 'PHP', 'OCaml'}",Average
cbenz,https://api.github.com/users/cbenz,https://github.com/cbenz,https://api.github.com/users/cbenz/repos,59,11,3,11,"{'Julia', 'Ruby', 'JavaScript', 'Python', 'Jupyter Notebook', 'HTML'}",Bad
fabioespindula,https://api.github.com/users/fabioespindula,https://github.com/fabioespindula,https://api.github.com/users/fabioespindula/repos,19,8,3,8,{'Ruby'},Bad
infodomestic,https://api.github.com/users/infodomestic,https://github.com/infodomestic,https://api.github.com/users/infodomestic/repos,7,4,0,4,set(),Bad
nickcharlton,https://api.github.com/users/nickcharlton,https://github.com/nickcharlton,https://api.github.com/users/nickcharlton/repos,199,161,138,161,"{'Shell', 'Ruby', 'JavaScript', 'Objective-C', 'Vim Script', 'Python', 'C#', 'VimL'}",Excellent
japanrock,https://api.github.com/users/japanrock,https://github.com/japanrock,https://api.github.com/users/japanrock/repos,29,29,3,29,"{'Ruby', 'C', 'VimL'}",Bad
mzp,https://api.github.com/users/mzp,https://github.com/mzp,https://api.github.com/users/mzp/repos,340,75,10,75,"{'Shell', 'Ruby', 'Verilog', 'JavaScript', 'AppleScript', 'C', 'Scala', 'Swift', 'Python', 'Haskell', 'Kotlin', 'OCaml', 'Roff'}",Average
hiraba,https://api.github.com/users/hiraba,https://github.com/hiraba,https://api.github.com/users/hiraba/repos,4,3,0,3,"{'JavaScript', 'Jupyter Notebook'}",Bad
ziguzagu,https://api.github.com/users/ziguzagu,https://github.com/ziguzagu,https://api.github.com/users/ziguzagu/repos,73,24,12,24,"{'Perl', 'Ruby', 'Swift', 'Emacs Lisp'}",Bad
jnslxndr,https://api.github.com/users/jnslxndr,https://github.com/jnslxndr,https://api.github.com/users/jnslxndr/repos,72,17,2,17,"{'Shell', 'Arduino', 'Ruby', 'JavaScript', 'AppleScript', 'Vim script', 'Python', 'C#', 'C++', 'CoffeeScript', 'Go'}",Bad
eschulte,https://api.github.com/users/eschulte,https://github.com/eschulte,https://api.github.com/users/eschulte/repos,350,240,33,240,"{'Shell', 'Ruby', 'C', 'Clojure', 'Sass', 'C++', 'Common Lisp', 'Scheme', 'Rust', 'OCaml', 'Emacs Lisp'}",Excellent
stphung,https://api.github.com/users/stphung,https://github.com/stphung,https://api.github.com/users/stphung/repos,20,6,6,6,"{'Ruby', 'Emacs Lisp', 'Scala', 'Lua', 'PowerShell', 'Java'}",Bad
infernalsirius,https://api.github.com/users/infernalsirius,https://github.com/infernalsirius,https://api.github.com/users/infernalsirius/repos,12,4,0,4,"{'Shell', 'Ruby', 'JavaScript', 'Swift', 'CSS', 'Python', 'PowerShell', 'Liquid', 'Groovy'}",Bad
irregularprofit,https://api.github.com/users/irregularprofit,https://github.com/irregularprofit,https://api.github.com/users/irregularprofit/repos,7,0,2,0,"{'Vim Script', 'Ruby', 'C', 'Objective-C'}",Bad
Walsen,https://api.github.com/users/Walsen,https://github.com/Walsen,https://api.github.com/users/Walsen/repos,18,24,1,24,"{'Shell', 'Ruby', 'Java', 'JavaScript', 'Python', 'C++', 'Groovy', 'HTML'}",Bad
AlekSi,https://api.github.com/users/AlekSi,https://github.com/AlekSi,https://api.github.com/users/AlekSi/repos,724,78,23,78,"{'Ruby', 'C', 'CSS', 'Python', 'C++', 'Go'}",Excellent
nielsvaneck,https://api.github.com/users/nielsvaneck,https://github.com/nielsvaneck,https://api.github.com/users/nielsvaneck/repos,31,18,16,18,"{'TypeScript', 'Shell', 'Python', 'Go', 'HTML'}",Bad
mredding,https://api.github.com/users/mredding,https://github.com/mredding,https://api.github.com/users/mredding/repos,4,3,2,3,{'Ruby'},Bad
wgaffa,https://api.github.com/users/wgaffa,https://github.com/wgaffa,https://api.github.com/users/wgaffa/repos,11,4,0,4,"{'Shell', 'JavaScript', 'Vim script', 'C#', 'Haskell', 'KakouneScript', 'C++', 'Nix', 'Erlang', 'Rust'}",Bad
sixty4bit,https://api.github.com/users/sixty4bit,https://github.com/sixty4bit,https://api.github.com/users/sixty4bit/repos,17,18,1,18,"{'Shell', 'Ruby', 'JavaScript', 'Python', 'PHP'}",Bad
Bastes,https://api.github.com/users/Bastes,https://github.com/Bastes,https://api.github.com/users/Bastes/repos,28,6,1,6,"{'TypeScript', 'Elixir', 'Shell', 'Ruby', 'JavaScript', 'Vim script', 'Elm'}",Bad
herrkris,https://api.github.com/users/herrkris,https://github.com/herrkris,https://api.github.com/users/herrkris/repos,42,161,37,161,"{'PHP', 'JavaScript', 'Shell', 'HTML'}",Good
xupisco,https://api.github.com/users/xupisco,https://github.com/xupisco,https://api.github.com/users/xupisco/repos,32,88,30,88,"{'GDScript', 'Haxe', 'Shell', 'TypeScript', 'JavaScript', 'Vim Script', 'Python', 'Lua', 'CSS', 'C++', 'HTML'}",Excellent
NoamB,https://api.github.com/users/NoamB,https://github.com/NoamB,https://api.github.com/users/NoamB/repos,61,2427,411,2427,"{'ActionScript', 'Shell', 'Ruby', 'JavaScript', 'Clojure', 'C++', 'CoffeeScript', 'PHP', 'Java'}",Excellent
x-cubed,https://api.github.com/users/x-cubed,https://github.com/x-cubed,https://api.github.com/users/x-cubed/repos,15,82,30,82,"{'TypeScript', 'Shell', 'Batchfile', 'Java', 'JavaScript', 'Lua', 'C#', 'HTML'}",Average
suntsh,https://api.github.com/users/suntsh,https://github.com/suntsh,https://api.github.com/users/suntsh/repos,4,0,0,0,"{'C++', 'Go'}",Bad
kelan,https://api.github.com/users/kelan,https://github.com/kelan,https://api.github.com/users/kelan/repos,44,171,45,171,"{'Shell', 'Ruby', 'Swift', 'Objective-C', 'VimL'}",Good
tflynn,https://api.github.com/users/tflynn,https://github.com/tflynn,https://api.github.com/users/tflynn/repos,3,27,6,27,"{'HCL', 'Shell', 'HTML', 'Ruby', 'JavaScript', 'Python', 'Go', 'Java'}",Bad
benjaminbooth,https://api.github.com/users/benjaminbooth,https://github.com/benjaminbooth,https://api.github.com/users/benjaminbooth/repos,6,0,0,0,{'PHP'},Bad
pgm,https://api.github.com/users/pgm,https://github.com/pgm,https://api.github.com/users/pgm/repos,14,30,12,30,"{'Shell', 'TypeScript', 'R', 'Ruby', 'JavaScript', 'C', 'Python', 'Lua', 'Go', 'Java'}",Average
sebastiancadena,https://api.github.com/users/sebastiancadena,https://github.com/sebastiancadena,https://api.github.com/users/sebastiancadena/repos,7,0,0,0,"{'Ruby', 'Java', 'Scala', 'Python', 'C++', 'Jupyter Notebook', 'Makefile', 'HTML'}",Bad
bts7r,https://api.github.com/users/bts7r,https://github.com/bts7r,https://api.github.com/users/bts7r/repos,4,4,0,4,set(),Bad
soyapi,https://api.github.com/users/soyapi,https://github.com/soyapi,https://api.github.com/users/soyapi/repos,38,10,11,10,"{'Ruby', 'JavaScript'}",Bad
HatemMahmoud,https://api.github.com/users/HatemMahmoud,https://github.com/HatemMahmoud,https://api.github.com/users/HatemMahmoud/repos,19,19,1,19,"{'Ruby', 'CSS', 'JavaScript'}",Bad
danmaispace,https://api.github.com/users/danmaispace,https://github.com/danmaispace,https://api.github.com/users/danmaispace/repos,73,7,2,7,"{'Ruby', 'JavaScript', 'Objective-C', 'VimL', 'PHP', 'Groovy', 'Java'}",Bad
aureliendrouet,https://api.github.com/users/aureliendrouet,https://github.com/aureliendrouet,https://api.github.com/users/aureliendrouet/repos,11,27,29,27,"{'ActionScript', 'GLSL', 'JavaScript', 'C', 'Python', 'C#', 'CoffeeScript'}",Bad
nimamdb,https://api.github.com/users/nimamdb,https://github.com/nimamdb,https://api.github.com/users/nimamdb/repos,7,0,0,0,{'JavaScript'},Bad
ckozus,https://api.github.com/users/ckozus,https://github.com/ckozus,https://api.github.com/users/ckozus/repos,21,23,3,23,"{'OpenSCAD', 'Ruby', 'JavaScript', 'Mirah', 'HTML'}",Bad
mia2mi,https://api.github.com/users/mia2mi,https://github.com/mia2mi,https://api.github.com/users/mia2mi/repos,4,1,0,1,set(),Bad
kindohm,https://api.github.com/users/kindohm,https://github.com/kindohm,https://api.github.com/users/kindohm/repos,320,113,13,113,"{'Shell', 'TypeScript', 'JavaScript', 'CSS', 'C++', 'Haskell', 'VimL', 'CoffeeScript', 'HTML'}",Average
jeppster,https://api.github.com/users/jeppster,https://github.com/jeppster,https://api.github.com/users/jeppster/repos,8,11,3,11,"{'C#', 'C++'}",Bad
larimer,https://api.github.com/users/larimer,https://github.com/larimer,https://api.github.com/users/larimer/repos,6,0,1,0,"{'Ruby', 'JavaScript'}",Bad
adamlofts,https://api.github.com/users/adamlofts,https://github.com/adamlofts,https://api.github.com/users/adamlofts/repos,28,193,65,193,"{'Dart', 'HTML', 'JavaScript', 'CSS', 'Python', 'C++', 'Erlang', 'Java'}",Excellent
laszpio,https://api.github.com/users/laszpio,https://github.com/laszpio,https://api.github.com/users/laszpio/repos,13,5,0,5,"{'Elixir', 'Shell', 'Ruby', 'JavaScript', 'CSS', 'Java'}",Bad
raymondlee,https://api.github.com/users/raymondlee,https://github.com/raymondlee,https://api.github.com/users/raymondlee/repos,7,0,0,0,{'Java'},Bad
bo198214,https://api.github.com/users/bo198214,https://github.com/bo198214,https://api.github.com/users/bo198214/repos,4,13,0,13,"{'PostScript', 'Shell', 'Arduino', 'Python', 'C#', 'TeX', 'Roff', 'Java'}",Bad
lezardbreton,https://api.github.com/users/lezardbreton,https://github.com/lezardbreton,https://api.github.com/users/lezardbreton/repos,4,0,0,0,{'Ruby'},Bad
akda5id,https://api.github.com/users/akda5id,https://github.com/akda5id,https://api.github.com/users/akda5id/repos,7,19,2,19,"{'Shell', 'Ruby', 'JavaScript', 'Swift', 'Python'}",Bad
abachman,https://api.github.com/users/abachman,https://github.com/abachman,https://api.github.com/users/abachman/repos,153,22,1,22,"{'Shell', 'TypeScript', 'Ruby', 'Java', 'JavaScript', 'C', 'Python', 'C++', 'Go', 'HTML'}",Bad
JamesPrudente,https://api.github.com/users/JamesPrudente,https://github.com/JamesPrudente,https://api.github.com/users/JamesPrudente/repos,7,10,5,10,"{'Ruby', 'JavaScript', 'Swift', 'Go', 'Java'}",Bad
jonastryggvi,https://api.github.com/users/jonastryggvi,https://github.com/jonastryggvi,https://api.github.com/users/jonastryggvi/repos,19,13,3,13,"{'Shell', 'Ruby', 'JavaScript', 'CSS', 'Python', 'VimL'}",Bad
dmt,https://api.github.com/users/dmt,https://github.com/dmt,https://api.github.com/users/dmt/repos,22,9,2,9,"{'Elixir', 'JavaScript', 'Clojure', 'Python', 'CSS', 'Go', 'Java'}",Bad
spariev,https://api.github.com/users/spariev,https://github.com/spariev,https://api.github.com/users/spariev/repos,0,67,13,67,"{'Shell', 'Ruby', 'JavaScript', 'Clojure', 'CSS', 'C++', 'PLpgSQL', 'PHP', 'Perl', 'Java'}",Average
rjeffries,https://api.github.com/users/rjeffries,https://github.com/rjeffries,https://api.github.com/users/rjeffries/repos,10,2,0,2,set(),Bad
justine,https://api.github.com/users/justine,https://github.com/justine,https://api.github.com/users/justine/repos,18,3,0,3,"{'Ruby', 'PHP'}",Bad
MetroWind,https://api.github.com/users/MetroWind,https://github.com/MetroWind,https://api.github.com/users/MetroWind/repos,78,211,28,211,"{'Shell', 'HTML', 'JavaScript', 'Swift', 'Objective-C', 'CSS', 'Python', 'C++', 'Rust', 'Emacs Lisp'}",Excellent
blundellc,https://api.github.com/users/blundellc,https://github.com/blundellc,https://api.github.com/users/blundellc/repos,17,9,2,9,"{'Python', 'C', 'R', 'HTML'}",Bad
realityforge,https://api.github.com/users/realityforge,https://github.com/realityforge,https://api.github.com/users/realityforge/repos,127,22,22,22,"{'Ruby', 'C++', 'Shell', 'Java'}",Average
russellkt,https://api.github.com/users/russellkt,https://github.com/russellkt,https://api.github.com/users/russellkt/repos,9,28,3,28,"{'Ruby', 'JavaScript', 'C++'}",Bad
nkchenz,https://api.github.com/users/nkchenz,https://github.com/nkchenz,https://api.github.com/users/nkchenz/repos,66,24,6,24,"{'Python', 'C'}",Bad
mtmcfarl,https://api.github.com/users/mtmcfarl,https://github.com/mtmcfarl,https://api.github.com/users/mtmcfarl/repos,17,13,4,13,"{'Ruby', 'JavaScript', 'Objective-C', 'PHP', 'Go'}",Bad
